Level,Date and Time,Source,Event ID,Task Category
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 38
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 38
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 30
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Netwtw08,7002,None,7002 - CTDP power limit value (SPLC)
Information,6/29/2020 7:03:47,Netwtw08,7005,None,7005 - SAR value max TX power (WRDS)
Information,6/29/2020 7:03:47,Netwtw08,7036,None,The \Device\NDMP1 service entered the Intel(R) Wireless-AC 9560 160MHz state.
Warning,6/29/2020 7:03:46,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device ROOT\SYSTEM\0001.
Information,6/29/2020 7:03:46,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,6/29/2020 7:03:45,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device PCI\VEN_8086&DEV_1903&SUBSYS_382F17AA&REV_0D\3&11583659&1&20.
Information,6/29/2020 7:03:45,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,6/29/2020 7:03:45,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{c961867b-6bd2-4314-8045-eeee51119548} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,6/29/2020 7:03:44,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,6/29/2020 7:03:44,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1977‎-‎09‎-‎12T17:19:34.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:44,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2011‎-‎10‎-‎30T17:56:49.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:44,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,6/29/2020 7:03:43,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2064‎-‎07‎-‎14T08:04:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:43,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2096‎-‎10‎-‎27T15:24:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:43,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎1989‎-‎07‎-‎13T03:15:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:40,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,6/29/2020 7:03:40,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,6/29/2020 7:03:40,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,6/29/2020 7:03:40,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,6/29/2020 7:03:40,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,6/29/2020 7:03:40,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,6/29/2020 7:03:40,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,6/29/2020 7:03:40,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,6/29/2020 7:03:40,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2020‎-‎06‎-‎29T05:03:40.500000000Z.
Information,6/27/2020 20:51:52,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2020‎-‎06‎-‎27T18:51:52.792059500Z.
Information,6/27/2020 20:51:52,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information,6/27/2020 20:51:51,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Warning,6/27/2020 20:51:51,Microsoft-Windows-WLAN-AutoConfig,10002,None,"WLAN Extensibility Module has stopped.

Module Path: C:\Windows\system32\IntelIHVRouter08.dll
"
Information,6/29/2020 7:03:52,EventLog,6013,None,The system uptime is 11 seconds.
Information,6/29/2020 7:03:52,EventLog,6005,None,The Event log service was started.
Information,6/29/2020 7:03:52,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 18362  Multiprocessor Free.
Information,6/27/2020 20:51:51,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,6/27/2020 20:51:51,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,6/27/2020 20:51:51,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,6/27/2020 20:51:51,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,6/27/2020 20:51:51,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,6/27/2020 20:51:51,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,6/27/2020 20:51:51,EventLog,6006,None,The Event log service was stopped.
Information,6/27/2020 20:51:49,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Warning,6/27/2020 20:25:32,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/27/2020 19:14:30,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver usbser.inf_amd64_a465ab02edb9afb0 for Device Instance ID USB\VID_2687&PID_FD11&MI_00\6&13F8AADD&0&0000 with the following status: 0x0.
Information,6/27/2020 19:14:30,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service usbser for Device Instance ID USB\VID_2687&PID_FD11&MI_00\6&13F8AADD&0&0000 with the following status: 0.
Warning,6/27/2020 19:09:19,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/27/2020 19:09:19,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/27/2020 19:02:58,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,6/27/2020 19:01:35,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/27/2020 19:00:49,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/27/2020 18:40:57,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,6/27/2020 18:39:57,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/27/2020 17:48:17,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/27/2020 17:37:32,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.319.313.0)
Information,6/27/2020 17:37:27,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.319.313.0)
